"","locus","stratum","num.genotyped","num.missing","prop.genotyped","num.alleles","allelic.richness","prop.unique.alleles","exptd.het","obsvd.het","obs_minus_exp","num.snps"
"217","Dc51020","PNG",12,0,1,2,0.166666666666667,0,0.507246376811594,0.5,0.00724637681159412,1
"218","Dc52523","PNG",12,0,1,3,0.25,0,0.507246376811594,0.583333333333333,-0.0760869565217391,2
"219","Dc55481","PNG",10,2,0.833333333333333,2,0.2,0,0.442105263157895,0.333333333333333,0.108771929824561,1
"220","Dc58248","PNG",12,0,1,4,0.333333333333333,0,0.684782608695652,0.583333333333333,0.101449275362319,2
"221","Dc62188","PNG",12,0,1,3,0.25,0,0.594202898550725,0.666666666666667,-0.072463768115942,2
"222","Dc67011","PNG",12,0,1,2,0.166666666666667,0,0.159420289855073,0.166666666666667,-0.00724637681159407,1
"223","locus002","PNG",10,2,0.833333333333333,2,0.2,0,0.394736842105263,0.416666666666667,-0.0219298245614035,1
"224","locus003","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.333333333333333,0.130434782608696,1
"225","locus004","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.333333333333333,-0.0434782608695653,1
"226","locus005","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.5,-0.0362318840579711,1
"227","locus006","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.333333333333333,0.0579710144927537,1
"228","locus008","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.5,-0.108695652173913,1
"229","locus013","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.416666666666667,0.0144927536231884,1
"230","locus014","PNG",12,0,1,2,0.166666666666667,0,0.521739130434783,0.5,0.0217391304347826,1
"231","locus016","PNG",12,0,1,2,0.166666666666667,0,0.159420289855073,0.166666666666667,-0.00724637681159407,1
"232","locus022","PNG",12,0,1,3,0.25,0,0.518115942028986,0.5,0.0181159420289856,2
"233","locus024","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.25,0.181159420289855,1
"234","locus025","PNG",12,0,1,2,0.166666666666667,0,0.518115942028986,0.416666666666667,0.101449275362319,1
"235","locus027","PNG",7,5,0.583333333333333,2,0.285714285714286,0,0.494505494505494,0.0833333333333333,0.411172161172161,1
"236","locus030","PNG",12,0,1,2,0.166666666666667,0,0.489130434782609,0.416666666666667,0.072463768115942,1
"237","locus035","PNG",12,0,1,2,0.166666666666667,0,0.228260869565217,0.25,-0.0217391304347826,1
"238","locus038","PNG",11,1,0.916666666666667,2,0.181818181818182,0.0909090909090909,0.506493506493506,0.583333333333333,-0.0768398268398269,1
"239","locus039","PNG",12,0,1,2,0.166666666666667,0,0.159420289855073,0.166666666666667,-0.00724637681159407,1
"240","locus040","PNG",9,3,0.75,1,0.111111111111111,0,0,0,0,1
"241","locus041","PNG",10,2,0.833333333333333,2,0.2,0,0.521052631578947,0.583333333333333,-0.062280701754386,1
"242","locus045","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.166666666666667,0.123188405797101,2
"243","locus047","PNG",12,0,1,2,0.166666666666667,0,0.507246376811594,0.5,0.00724637681159412,1
"244","locus048","PNG",12,0,1,2,0.166666666666667,0,0.228260869565217,0.25,-0.0217391304347826,1
"245","locus053","PNG",12,0,1,3,0.25,0,0.63768115942029,0.583333333333333,0.0543478260869564,2
"246","locus055","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.5,-0.0362318840579711,1
"247","locus056","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.583333333333333,-0.152173913043478,1
"248","locus058","PNG",12,0,1,2,0.166666666666667,0,0.518115942028986,0.416666666666667,0.101449275362319,1
"249","locus060","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.333333333333333,-0.0434782608695653,1
"250","locus061","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0,0.289855072463768,2
"251","locus062","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.333333333333333,0.130434782608696,1
"252","locus064","PNG",12,0,1,2,0.166666666666667,0,0.159420289855073,0.166666666666667,-0.00724637681159407,1
"253","locus065","PNG",12,0,1,2,0.166666666666667,0,0.159420289855073,0.166666666666667,-0.00724637681159407,1
"254","locus073","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.416666666666667,0.0144927536231884,1
"255","locus074","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.5,-0.0362318840579711,1
"256","locus076","PNG",10,2,0.833333333333333,2,0.2,0,0.505263157894737,0.333333333333333,0.171929824561404,1
"257","locus077","PNG",12,0,1,2,0.166666666666667,0,0.228260869565217,0.25,-0.0217391304347826,1
"258","locus080","PNG",12,0,1,2,0.166666666666667,0,0.521739130434783,0.5,0.0217391304347826,1
"259","locus083","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.5,-0.108695652173913,1
"260","locus088","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.416666666666667,0.0144927536231884,1
"261","locus093","PNG",7,5,0.583333333333333,2,0.285714285714286,0.142857142857143,0.142857142857143,0.0833333333333333,0.0595238095238097,1
"262","locus096","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.333333333333333,-0.0434782608695653,1
"263","locus098","PNG",10,2,0.833333333333333,2,0.2,0,0.442105263157895,0.333333333333333,0.108771929824561,1
"264","locus100","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.5,-0.0362318840579711,3
"265","locus106","PNG",12,0,1,2,0.166666666666667,0,0.159420289855073,0.166666666666667,-0.00724637681159407,1
"266","locus110","PNG",9,3,0.75,2,0.222222222222222,0,0.366013071895425,0.333333333333333,0.0326797385620915,1
"267","locus116","PNG",12,0,1,2,0.166666666666667,0,0.507246376811594,0.5,0.00724637681159412,1
"268","locus119","PNG",12,0,1,2,0.166666666666667,0,0.521739130434783,0.5,0.0217391304347826,1
"269","locus120","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.333333333333333,-0.0434782608695653,1
"270","locus126","PNG",7,5,0.583333333333333,2,0.285714285714286,0,0.43956043956044,0.166666666666667,0.272893772893773,1
"271","locus128","PNG",10,2,0.833333333333333,2,0.2,0,0.189473684210526,0.166666666666667,0.0228070175438596,1
"272","locus129","PNG",12,0,1,3,0.25,0.0833333333333333,0.358695652173913,0.416666666666667,-0.0579710144927537,2
"273","locus130","PNG",12,0,1,2,0.166666666666667,0,0.344202898550725,0.416666666666667,-0.072463768115942,1
"274","locus134","PNG",12,0,1,2,0.166666666666667,0,0.228260869565217,0.25,-0.0217391304347826,1
"275","locus135","PNG",12,0,1,3,0.25,0,0.47463768115942,0.333333333333333,0.141304347826087,2
"276","locus137","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.333333333333333,0.0579710144927537,1
"277","locus139","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.5,-0.108695652173913,1
"278","locus140","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.5,-0.108695652173913,1
"279","locus146","PNG",12,0,1,2,0.166666666666667,0,0.489130434782609,0.583333333333333,-0.0942028985507247,1
"280","locus148","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.333333333333333,0.0579710144927537,1
"281","locus151","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.333333333333333,0.0579710144927537,1
"282","locus157","PNG",11,1,0.916666666666667,2,0.181818181818182,0.0909090909090909,0.246753246753247,0.25,-0.00324675324675325,1
"283","locus161","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.416666666666667,0.0144927536231884,1
"284","locus165","PNG",12,0,1,2,0.166666666666667,0,0.228260869565217,0.25,-0.0217391304347826,1
"285","locus170","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.5,-0.0362318840579711,1
"286","locus176","PNG",12,0,1,2,0.166666666666667,0,0.518115942028986,0.75,-0.231884057971014,1
"287","locus184","PNG",12,0,1,2,0.166666666666667,0,0.521739130434783,0.833333333333333,-0.311594202898551,1
"288","locus186","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.333333333333333,-0.0434782608695653,1
"289","locus188","PNG",12,0,1,3,0.25,0,0.583333333333333,0.666666666666667,-0.0833333333333331,2
"290","locus189","PNG",12,0,1,2,0.166666666666667,0,0.521739130434783,0.333333333333333,0.188405797101449,2
"291","locus190","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.333333333333333,-0.0434782608695653,1
"292","locus191","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.333333333333333,0.0579710144927537,1
"293","locus192","PNG",12,0,1,2,0.166666666666667,0,0.489130434782609,0.416666666666667,0.072463768115942,1
"294","locus195","PNG",11,1,0.916666666666667,2,0.181818181818182,0.0909090909090909,0.506493506493506,0.583333333333333,-0.0768398268398269,1
"295","locus202","PNG",12,0,1,2,0.166666666666667,0,0.489130434782609,0.416666666666667,0.072463768115942,1
"296","locus210","PNG",10,2,0.833333333333333,2,0.2,0,0.505263157894737,0.5,0.00526315789473686,1
"297","locus215","PNG",12,0,1,2,0.166666666666667,0,0.344202898550725,0.416666666666667,-0.072463768115942,1
"298","locus227","PNG",12,0,1,2,0.166666666666667,0.0833333333333333,0.0833333333333331,0.0833333333333333,-1.80411241501588e-16,1
"299","locus231","PNG",9,3,0.75,2,0.222222222222222,0,0.522875816993464,0.333333333333333,0.189542483660131,1
"300","locus235","PNG",12,0,1,2,0.166666666666667,0,0.507246376811594,0.333333333333333,0.173913043478261,1
"301","locus236","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.583333333333333,-0.152173913043478,1
"302","locus237","PNG",12,0,1,3,0.25,0.0833333333333333,0.358695652173913,0.416666666666667,-0.0579710144927537,2
"303","locus239","PNG",12,0,1,2,0.166666666666667,0,0.489130434782609,0.416666666666667,0.072463768115942,1
"304","locus248","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.166666666666667,0.123188405797101,1
"305","locus255","PNG",5,7,0.416666666666667,2,0.4,0,0.355555555555555,0.166666666666667,0.188888888888889,1
"306","locus256","PNG",11,1,0.916666666666667,2,0.181818181818182,0.0909090909090909,0.51948051948052,0.5,0.0194805194805197,1
"307","locus263","PNG",12,0,1,2,0.166666666666667,0.0833333333333333,0.0833333333333331,0.0833333333333333,-1.80411241501588e-16,1
"308","locus264","PNG",12,0,1,2,0.166666666666667,0,0.521739130434783,0.333333333333333,0.188405797101449,1
"309","locus274","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.583333333333333,-0.152173913043478,1
"310","locus280","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.333333333333333,0.0579710144927537,1
"311","locus282","PNG",12,0,1,2,0.166666666666667,0,0.489130434782609,0.75,-0.260869565217391,1
"312","locus286","PNG",12,0,1,2,0.166666666666667,0,0.159420289855073,0.166666666666667,-0.00724637681159407,1
"313","locus291","PNG",12,0,1,2,0.166666666666667,0,0.518115942028986,0.416666666666667,0.101449275362319,2
"314","locus292","PNG",12,0,1,2,0.166666666666667,0,0.228260869565217,0.25,-0.0217391304347826,1
"315","locus296","PNG",12,0,1,2,0.166666666666667,0,0.463768115942029,0.166666666666667,0.297101449275362,1
"316","locus301","PNG",12,0,1,2,0.166666666666667,0.0833333333333333,0.0833333333333331,0.0833333333333333,-1.80411241501588e-16,1
"317","locus314","PNG",8,4,0.666666666666667,2,0.25,0,0.325,0.0833333333333333,0.241666666666667,1
"318","locus321","PNG",12,0,1,2,0.166666666666667,0,0.507246376811594,0.333333333333333,0.173913043478261,1
"319","locus322","PNG",12,0,1,2,0.166666666666667,0,0.431159420289855,0.416666666666667,0.0144927536231884,1
"320","locus323","PNG",12,0,1,2,0.166666666666667,0,0.391304347826087,0.333333333333333,0.0579710144927537,1
"321","locus329","PNG",12,0,1,2,0.166666666666667,0,0.521739130434783,0.666666666666667,-0.144927536231884,1
"322","locus332","PNG",12,0,1,2,0.166666666666667,0,0.344202898550725,0.416666666666667,-0.072463768115942,1
"323","locus349","PNG",9,3,0.75,2,0.222222222222222,0,0.42483660130719,0.25,0.17483660130719,1
"324","locus358","PNG",12,0,1,2,0.166666666666667,0,0.289855072463768,0.333333333333333,-0.0434782608695653,1
"325","locus359","PNG",12,0,1,1,0.0833333333333333,0,0,0,0,1
"326","locus360","PNG",12,0,1,2,0.166666666666667,0,0.518115942028986,0.416666666666667,0.101449275362319,1
"327","Dc00544","Malaysia",3,4,0.428571428571429,2,0.666666666666667,0.333333333333333,0.333333333333333,0.142857142857143,0.19047619047619,1
"328","Dc01018","Malaysia",4,3,0.571428571428571,1,0.25,0,0,0,0,1
"329","Dc01661","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,2
"330","Dc01707","Malaysia",7,0,1,3,0.428571428571429,0,0.648351648351648,0.857142857142857,-0.208791208791209,2
"331","Dc01784","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"332","Dc02951","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"333","Dc03456","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"334","Dc03556","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"335","Dc05864","Malaysia",3,4,0.428571428571429,2,0.666666666666667,0,0.533333333333333,0.285714285714286,0.247619047619048,2
"336","Dc06503","Malaysia",2,5,0.285714285714286,1,0.5,0,0,0,0,1
"337","Dc07300","Malaysia",7,0,1,3,0.428571428571429,0.142857142857143,0.582417582417582,0.571428571428571,0.0109890109890111,2
"338","Dc07937","Malaysia",7,0,1,3,0.428571428571429,0,0.648351648351648,0.571428571428571,0.076923076923077,2
"339","Dc08054","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,2
"340","Dc08189","Malaysia",6,1,0.857142857142857,3,0.5,0.333333333333333,0.621212121212121,0.714285714285714,-0.0930735930735931,2
"341","Dc08463","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.857142857142857,-0.32967032967033,1
"342","Dc08578","Malaysia",4,3,0.571428571428571,3,0.75,0,0.714285714285714,0.428571428571429,0.285714285714286,2
"343","Dc08865","Malaysia",7,0,1,3,0.428571428571429,0.142857142857143,0.582417582417582,0.714285714285714,-0.131868131868132,2
"344","Dc10003","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,1
"345","Dc10390","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,1
"346","Dc10878","Malaysia",3,4,0.428571428571429,2,0.666666666666667,0.333333333333333,0.333333333333333,0.142857142857143,0.19047619047619,1
"347","Dc10885","Malaysia",7,0,1,3,0.428571428571429,0.142857142857143,0.538461538461538,0.285714285714286,0.252747252747253,2
"348","Dc11203","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,2
"349","Dc11714","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.545454545454545,0.285714285714286,0.25974025974026,1
"350","Dc13159","Malaysia",5,2,0.714285714285714,2,0.4,0,0.533333333333333,0.285714285714286,0.247619047619048,2
"351","Dc13592","Malaysia",6,1,0.857142857142857,3,0.5,0.5,0.439393939393939,0.142857142857143,0.296536796536797,2
"352","Dc14022","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"353","Dc14945","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,1
"354","Dc16747","Malaysia",4,3,0.571428571428571,2,0.5,0,0.571428571428571,0.571428571428571,0,1
"355","Dc18951","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"356","Dc20232","Malaysia",7,0,1,3,0.428571428571429,0,0.648351648351648,0.714285714285714,-0.0659340659340659,2
"357","Dc22883","Malaysia",3,4,0.428571428571429,3,1,0.333333333333333,0.733333333333333,0.428571428571429,0.304761904761905,2
"358","Dc22887","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"359","Dc27955","Malaysia",3,4,0.428571428571429,2,0.666666666666667,0.333333333333333,0.333333333333333,0.142857142857143,0.19047619047619,1
"360","Dc28124","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,1
"361","Dc28776","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"362","Dc30071","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"363","Dc31007","Malaysia",2,5,0.285714285714286,2,1,0.5,0.5,0.142857142857143,0.357142857142857,1
"364","Dc33714","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,2
"365","Dc33907","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.53030303030303,0.428571428571429,0.101731601731602,1
"366","Dc34902","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,1
"367","Dc35779","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.53030303030303,0.714285714285714,-0.183982683982684,1
"368","Dc36571","Malaysia",5,2,0.714285714285714,2,0.4,0,0.533333333333333,0.285714285714286,0.247619047619048,1
"369","Dc36616","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"370","Dc36767","Malaysia",2,5,0.285714285714286,2,1,0.5,0.5,0.142857142857143,0.357142857142857,2
"371","Dc40235","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"372","Dc41234","Malaysia",3,4,0.428571428571429,3,1,0.666666666666667,0.733333333333333,0.142857142857143,0.59047619047619,2
"373","Dc46984","Malaysia",7,0,1,3,0.428571428571429,0,0.692307692307692,0.714285714285714,-0.021978021978022,2
"374","Dc47572","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,-0.175824175824176,2
"375","Dc47935","Malaysia",7,0,1,3,0.428571428571429,0.142857142857143,0.384615384615385,0.428571428571429,-0.0439560439560439,3
"376","Dc48207","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"377","Dc48950","Malaysia",7,0,1,3,0.428571428571429,0,0.648351648351648,0.857142857142857,-0.208791208791209,2
"378","Dc49080","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"379","Dc49184","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,2
"380","Dc51020","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"381","Dc52523","Malaysia",7,0,1,3,0.428571428571429,0,0.615384615384615,0.571428571428571,0.043956043956044,2
"382","Dc55481","Malaysia",4,3,0.571428571428571,2,0.5,0.25,0.25,0.142857142857143,0.107142857142857,1
"383","Dc58248","Malaysia",7,0,1,3,0.428571428571429,0,0.692307692307692,0.142857142857143,0.54945054945055,2
"384","Dc62188","Malaysia",7,0,1,3,0.428571428571429,0,0.714285714285714,0.857142857142857,-0.142857142857143,2
"385","Dc67011","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"386","locus002","Malaysia",4,3,0.571428571428571,2,0.5,0,0.428571428571429,0.285714285714286,0.142857142857143,1
"387","locus003","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.571428571428571,-0.131868131868132,1
"388","locus004","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"389","locus005","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"390","locus006","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"391","locus008","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0,0.43956043956044,1
"392","locus013","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"393","locus014","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"394","locus016","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"395","locus022","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,2
"396","locus024","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"397","locus025","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.303030303030303,0.285714285714286,0.0173160173160172,1
"398","locus027","Malaysia",2,5,0.285714285714286,2,1,0.5,0.5,0.142857142857143,0.357142857142857,1
"399","locus030","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,1
"400","locus035","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"401","locus038","Malaysia",4,3,0.571428571428571,2,0.5,0.25,0.25,0.142857142857143,0.107142857142857,1
"402","locus039","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"403","locus040","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"404","locus041","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.303030303030303,0.285714285714286,0.0173160173160172,1
"405","locus045","Malaysia",7,0,1,1,0.142857142857143,0,0,0,0,2
"406","locus047","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"407","locus048","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"408","locus053","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.142857142857143,0.351648351648352,2
"409","locus055","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"410","locus056","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"411","locus058","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.714285714285714,-0.175824175824176,1
"412","locus060","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"413","locus061","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,2
"414","locus062","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"415","locus064","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"416","locus065","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"417","locus073","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"418","locus074","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"419","locus076","Malaysia",2,5,0.285714285714286,2,1,0,0.666666666666667,0.285714285714286,0.380952380952381,1
"420","locus077","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"421","locus080","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"422","locus083","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"423","locus088","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"424","locus093","Malaysia",2,5,0.285714285714286,1,0.5,0,0,0,0,1
"425","locus096","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"426","locus098","Malaysia",5,2,0.714285714285714,2,0.4,0,0.355555555555555,0.285714285714286,0.0698412698412697,1
"427","locus100","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,3
"428","locus106","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"429","locus110","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,1
"430","locus116","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"431","locus119","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,1
"432","locus120","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.428571428571429,-0.0659340659340658,1
"433","locus126","Malaysia",5,2,0.714285714285714,2,0.4,0,0.533333333333333,0.285714285714286,0.247619047619048,1
"434","locus128","Malaysia",2,5,0.285714285714286,2,1,1,0.666666666666667,0,0.666666666666667,1
"435","locus129","Malaysia",7,0,1,2,0.285714285714286,0.142857142857143,0.142857142857143,0.142857142857143,1.66533453693773e-16,2
"436","locus130","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"437","locus134","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"438","locus135","Malaysia",7,0,1,3,0.428571428571429,0,0.56043956043956,0.571428571428571,-0.0109890109890111,2
"439","locus137","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"440","locus139","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"441","locus140","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.571428571428571,-0.0439560439560438,1
"442","locus146","Malaysia",7,0,1,2,0.285714285714286,0,0.43956043956044,0.285714285714286,0.153846153846154,1
"443","locus148","Malaysia",7,0,1,2,0.285714285714286,0,0.538461538461538,0.428571428571429,0.10989010989011,1
"444","locus151","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.857142857142857,-0.32967032967033,1
"445","locus157","Malaysia",5,2,0.714285714285714,2,0.4,0,0.355555555555555,0.285714285714286,0.0698412698412697,1
"446","locus161","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"447","locus165","Malaysia",6,1,0.857142857142857,2,0.333333333333333,0.166666666666667,0.484848484848485,0.571428571428571,-0.0865800865800866,1
"448","locus170","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.714285714285714,-0.21978021978022,1
"449","locus176","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"450","locus184","Malaysia",7,0,1,2,0.285714285714286,0,0.362637362637363,0.142857142857143,0.21978021978022,1
"451","locus186","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"452","locus188","Malaysia",7,0,1,3,0.428571428571429,0,0.714285714285714,0.571428571428571,0.142857142857143,2
"453","locus189","Malaysia",7,0,1,2,0.285714285714286,0,0.494505494505494,0.428571428571429,0.0659340659340659,2
"454","locus190","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
"455","locus191","Malaysia",7,0,1,2,0.285714285714286,0,0.527472527472528,0.285714285714286,0.241758241758242,1
"456","locus192","Malaysia",7,0,1,2,0.285714285714286,0,0.263736263736264,0.285714285714286,-0.0219780219780219,1
